Date,Total Rainfall (mm),Mean Wind Speed (km/h),Mean Amount of Cloud (%),Humidity,Sun,Maximum Temperature,Minimum Temperature,Mean Temperature
2023-04-29,0,4.2,87.0,82,2.2,28.9,23.3,25.3
2023-04-30,0,6.8,84.0,73,6.7,26.7,21.4,24.1
2023-05-01,1.5,7.6,87.0,78,1.4,26.1,22.4,23.7
2023-05-02,0,5.3,81.0,74,3.0,25.9,22.3,23.9
2023-05-03,0,5.8,79.0,84,4.1,29,23.4,25.4
2023-05-04,0,6.1,74.0,84,5.3,31.2,25.7,27.3
2023-05-05,0,7.4,66.0,80,5.7,30.8,24.6,27.7
2023-05-06,0,11.3,85.0,82,1.2,30.9,27,28.8
2023-05-07,44,7.7,88.0,86,1.2,30.6,23.4,26.5
2023-05-08,7.5,7.4,88.0,88,0.3,24.8,21.8,22.9
2023-05-09,0,7.7,82.0,78,4.6,25.3,22.3,23.4
2023-05-10,0,7.5,88.0,70,2.1,25.2,22.7,23.5
2023-05-11,2,3.8,88.0,76,1.4,25.2,21.4,23.2
2023-05-12,0,4.8,88.0,77,0.0,25.4,22.9,23.8
2023-05-13,9,2.8,89.0,85,0.0,24.2,21.9,22.8
2023-05-14,36,4.2,94.0,93,0.0,23,20.5,21.7
2023-05-15,0,4.8,83.0,84,4.3,28.7,22,24.6
2023-05-16,0,4.3,81.0,87,3.7,28.9,21.3,25.3
2023-05-17,28.5,7.2,88.0,89,0.9,29.7,24.5,27.4
2023-05-18,0,11.5,63.0,83,6.5,32.1,26.4,29.3
2023-05-19,0,6.9,67.0,82,6.5,32.4,26.4,29.2
2023-05-20,0,7.0,76.0,80,6.8,32.7,26.9,29.7
2023-05-21,0,12.4,78.0,79,6.7,33,28.1,30.2
2023-05-22,0,13.8,83.0,76,9.9,32.6,28.3,30
2023-05-23,11.5,8.3,93.0,88,0.1,28.9,24.5,26.5
2023-05-24,3,7.8,93.0,88,1.8,28.1,23.4,25
2023-05-25,0,7.2,88.0,89,0.0,27.1,24.9,26.2
2023-05-26,0.5,5.5,85.0,87,4.7,30.8,26.7,27.8
2023-05-27,0,7.3,60.0,81,10.4,31.6,26.8,28.5
2023-05-28,0,5.8,47.0,75,8.7,32.5,24.7,28.4
2023-05-29,0,5.4,18.0,73,11.5,34.2,23.7,28.8
2023-05-30,0,4.1,14.0,74,11.8,36.6,26.1,31.3
2023-05-31,5,4.0,37.0,77,7.3,35.7,26.6,30.1
2023-06-01,46.5,4.5,71.0,79,6.4,33.6,24.8,29.1
2023-06-02,0,9.8,48.0,76,10.7,35.7,27.8,31.1
2023-06-03,0,6.2,47.0,76,9.0,34.5,27.5,30.7
2023-06-04,0,7.5,65.0,81,8.7,32.5,28.3,30.1
2023-06-05,7.5,8.4,83.0,79,6.2,32,28,29.4
2023-06-06,38,5.5,90.0,87,1.1,30.5,25.9,28
2023-06-07,34,4.0,85.0,88,1.6,31.8,26.8,28.4
2023-06-08,8.5,4.4,79.0,82,3.9,33,27.4,29.2
2023-06-09,17,5.3,86.0,83,5.1,32.6,26.7,28.8
2023-06-10,51,3.4,85.0,79,6.0,33.7,26.5,28.9
2023-06-11,0,5.1,86.0,83,5.8,32.5,26.2,28.8
2023-06-12,0,6.4,82.0,77,8.3,33,28,29.9
2023-06-13,36,3.8,86.0,81,3.5,32.8,26.7,29.4
2023-06-14,21.5,3.5,92.0,88,2.2,30.6,25.5,28.1
2023-06-15,69.5,2.3,88.0,91,0.0,29,26,27.4
2023-06-16,38,5.7,90.0,92,0.1,29.4,25.5,27.1
2023-06-17,104,2.7,90.0,94,0.0,29.1,25,26.2
2023-06-18,26,4.3,88.0,89,0.6,30.2,25.8,27.9
2023-06-19,3,9.9,87.0,83,4.4,32.9,26.8,29.5
2023-06-20,20.5,11.8,79.0,80,7.1,32.8,27,30
2023-06-21,0,14.8,85.0,79,9.0,33,29,30.5
2023-06-22,0.5,13.1,88.0,77,9.3,32.9,29.1,30.7
2023-06-23,2.5,8.1,88.0,80,1.3,31.7,27.9,29.9
2023-06-24,23,5.5,88.0,85,0.1,30.6,26.8,28.6
2023-06-25,6.5,5.0,88.0,83,6.2,32.7,26,29.1
2023-06-26,41.5,5.3,88.0,83,6.4,33.2,26.4,29.4
2023-06-27,7,5.5,76.0,80,8.1,33.3,27.4,29.5
2023-06-28,18.5,4.3,84.0,86,3.5,30.1,27,28.2
2023-06-29,4,4.0,84.0,84,6.2,33.2,26.5,29.3
2023-06-30,1,7.3,83.0,82,6.6,32.6,27.4,30
2023-07-01,31.5,4.5,85.0,82,1.9,30.9,26.4,28.5
2023-07-02,16,3.5,88.0,89,0.9,30.7,26.3,27.3
2023-07-03,18.5,5.5,82.0,83,5.7,32.4,26.5,28.8
2023-07-04,18.5,6.5,87.0,82,5.5,32.3,26.3,28.4
2023-07-05,1.5,11.9,86.0,77,9.3,32.8,27.3,30
2023-07-06,0.5,13.3,77.0,77,8.9,32.7,27.9,30.1
2023-07-07,0,12.8,71.0,76,9.8,32.8,28.7,30.4
2023-07-08,0,12.3,48.0,76,11.5,33,28.5,30.5
2023-07-09,0,13.9,46.0,77,10.7,33.4,28.7,30.6
2023-07-10,0,13.1,40.0,75,11.1,33.7,28.8,30.7
2023-07-11,0,10.8,42.0,76,11.0,34.1,28.2,30.9
2023-07-12,0,6.6,40.0,74,7.1,34,27.8,30.5
2023-07-13,0,5.2,58.0,71,12.0,33.9,25.9,30.1
2023-07-14,0,4.9,68.0,71,10.8,35.4,27.4,31.3
2023-07-15,12,6.0,83.0,74,9.0,36.3,26.3,31.1
2023-07-16,10,10.9,87.0,75,5.9,32.6,25.7,29
2023-07-17,42.5,16.6,88.0,85,0.1,29.8,26.9,29
2023-07-18,28.5,13.1,88.0,86,1.1,30.9,27.7,29.4
2023-07-19,5.5,5.5,88.0,88,1.1,30.5,27.6,29
2023-07-20,2,5.9,84.0,80,8.4,33.1,26.6,29.8
2023-07-21,4.5,3.4,76.0,79,4.5,32.7,26,29.3
2023-07-22,0,4.1,77.0,76,8.8,33.7,26.5,29.7
2023-07-23,0,4.5,86.0,77,9.5,33.9,26.7,29.6
2023-07-24,0,3.4,62.0,76,9.1,33.6,26.9,29.7
2023-07-25,0,4.3,56.0,73,11.5,34.5,25.8,30.3
2023-07-26,0,3.7,78.0,72,7.9,37,27.5,32.1
2023-07-27,7,5.8,77.0,67,7.5,36.7,28,32.2
2023-07-28,0.5,5.6,86.0,72,6.1,36,27.6,31.5
2023-07-29,39.5,6.8,91.0,84,0.5,31.2,26.2,29
2023-07-30,2,3.8,88.0,87,3.0,32.3,27.3,28.7
2023-07-31,2,6.6,85.0,84,9.0,32.6,27.1,29
2023-08-01,0,4.3,75.0,80,7.0,32.8,26.5,29.2
2023-08-02,0,4.6,52.0,70,11.0,33.9,26.1,29.6
2023-08-03,0,7.0,43.0,73,11.0,35,25.8,30.4
2023-08-04,3,14.6,86.0,77,9.0,33.9,28,30.6
2023-08-05,10,12.2,84.0,79,7.0,33,27.9,30.4
2023-08-06,3,11.7,71.0,78,7.2,32.9,27.5,30.3
2023-08-07,0.5,7.9,69.0,76,6.3,33,28,30
2023-08-08,0,8.4,69.0,74,8.3,33.4,26.9,30.2
2023-08-09,0,10.0,73.0,76,5.9,34.3,27.9,30.7
2023-08-10,10,6.0,86.0,82,1.4,32.3,27.3,29.3
2023-08-11,4.5,8.9,85.0,85,2.6,30.8,26.4,28.2
2023-08-12,6.5,7.6,86.0,79,8.5,32.3,26,28.8
2023-08-13,25,6.3,87.0,84,1.0,30.7,26.5,28.4
2023-08-14,2.5,9.1,88.0,82,4.0,32.2,27.1,29.5
2023-08-15,0,11.0,85.0,80,3.2,33.3,28.9,30.3
2023-08-16,0,12.7,70.0,78,10.7,34.3,28.8,31
2023-08-17,0,8.7,85.0,82,5.3,34.3,28.7,30.2
2023-08-18,22.5,6.5,88.0,86,2.1,31.8,25.8,29.2
2023-08-19,30.5,6.3,88.0,84,3.4,31.4,26.1,28.7
2023-08-20,1.5,3.3,86.0,80,3.3,32.1,26.9,28.9
2023-08-21,5.5,3.4,86.0,82,6.0,33,26.4,28.9
2023-08-22,0.5,5.3,88.0,79,6.4,33.1,26.7,29.5
2023-08-23,0,5.5,86.0,78,6.9,34,27.4,30.1
2023-08-24,12,3.9,88.0,85,1.4,31.8,26.6,28.6
2023-08-25,8.5,3.3,77.0,83,3.3,32.1,26.2,28.4
2023-08-26,13,3.0,88.0,83,3.5,33.1,26.4,28.9
2023-08-27,2.5,3.9,87.0,84,2.8,32.5,26.6,29.2
2023-08-28,0.5,3.8,88.0,81,3.3,33.2,27.1,29.6
2023-08-29,12,4.4,87.0,83,4.6,31.7,26.8,28.3
2023-08-30,0,7.6,83.0,72,6.7,32.5,26.1,28.9
2023-08-31,1,7.9,88.0,70,3.3,32,27.3,29.1
2023-09-01,117.5,14.9,92.0,81,0.0,28.5,25.4,26.8
2023-09-02,60,16.1,95.0,92,0.0,28.1,26.5,27.2
2023-09-03,0,6.6,88.0,76,9.4,33.5,27.4,29.7
2023-09-04,0,4.7,87.0,73,8.9,34.7,27.5,31
2023-09-05,0.5,2.4,88.0,73,0.4,31.5,27.3,29
2023-09-06,0,4.0,88.0,72,6.4,32,27.4,29.2
2023-09-07,183.5,5.9,89.0,89,0.2,29.1,26.8,27.9
2023-09-08,281.5,6.0,96.0,94,0.0,28,25.9,26.9
2023-09-09,5.5,6.0,88.0,92,0.0,27.7,26.1,26.8
2023-09-10,45,6.2,90.0,93,0.0,27.7,25.9,26.7
2023-09-11,114.5,4.5,89.0,93,0.9,27.9,26.5,27.1
2023-09-12,17.5,4.5,83.0,89,4.0,30.7,26.1,27.4
2023-09-13,14.5,4.7,87.0,88,5.0,30.3,26.8,28
2023-09-14,129.5,3.1,88.0,92,0.0,29.5,26.2,27.5
2023-09-15,90,4.1,88.0,89,4.9,31.4,25,27.4
2023-09-16,7,5.2,88.0,89,0.8,29.2,26,27.4
2023-09-17,0,4.5,79.0,85,9.0,31.8,26.4,28.2
2023-09-18,0,4.3,57.0,80,9.9,33.5,26.3,29.1
2023-09-19,0,2.9,48.0,79,9.0,33.4,25.7,28.5
2023-09-20,0,4.7,28.0,76,8.9,33.5,25.5,29.1
2023-09-21,0,4.3,28.0,77,11.1,34.5,25.5,29.8
2023-09-22,0,4.1,67.0,75,6.8,33.8,26.5,29.5
2023-09-23,0,6.2,52.0,74,9.7,32.7,26.4,29.3
2023-09-24,0,7.7,76.0,75,6.5,32.1,28.2,29.6
2023-09-25,0,7.8,55.0,76,10.2,32.6,28,29.7
2023-09-26,0,8.1,52.0,75,8.3,32.4,28.1,29.6
2023-09-27,0,6.9,72.0,72,10.0,33.3,28.1,29.8
2023-09-28,0,8.3,73.0,71,10.7,33.1,28.4,30
2023-09-29,1.5,7.0,59.0,78,9.0,32.5,27.4,29.5
2023-09-30,0,3.4,44.0,75,10.5,34.5,26.4,29.5
2023-10-01,0,5.0,68.0,77,8.2,33.2,26.5,29
2023-10-02,1,7.7,64.0,76,7.5,31.8,27.4,29
2023-10-03,0,6.4,61.0,78,7.4,32.8,26.8,29.4
2023-10-04,0,3.7,74.0,73,8.7,34.5,26.7,30.5
2023-10-05,0,9.3,82.0,58,9.2,33.5,28.1,30.1
2023-10-06,0,9.3,88.0,62,5.1,30.8,24.7,27.5
2023-10-07,3,11.8,88.0,74,0.0,26.7,22.9,24.5
2023-10-08,104,16.8,95.0,87,0.0,25.3,22,23.6
2023-10-09,327.5,8.6,100.0,94,0.0,25.5,23.5,24.3
2023-10-10,2,7.5,91.0,83,0.0,27,23.6,25
2023-10-11,0,8.1,83.0,75,2.9,28.3,23.1,25.2
2023-10-12,0,6.9,79.0,72,5.2,28.8,22.8,25.6
2023-10-13,0,6.8,81.0,67,6.8,29.9,24.7,26.7
2023-10-14,0,4.4,70.0,66,5.7,30.2,22.9,26.3
2023-10-15,0,5.8,86.0,72,7.5,29.6,23.7,26.2
2023-10-16,0,8.2,88.0,70,4.0,28.8,24.8,26.3
2023-10-17,0,8.3,88.0,61,2.4,27.4,22.7,25.7
2023-10-18,22,6.3,95.0,85,0.0,26.1,22.9,24.8
2023-10-19,40,3.5,96.0,91,0.0,26.4,25.2,25.9
2023-10-20,0,6.6,88.0,82,0.8,27.3,23.9,25.5
2023-10-21,0.5,8.3,88.0,76,0.0,23.9,20.9,22
2023-10-22,0,6.4,88.0,71,4.0,26.7,21.1,23.5
2023-10-23,0,5.9,74.0,77,5.6,28.7,23.3,25.5
2023-10-24,0,4.9,50.0,76,7.5,30.4,24,26.4
2023-10-25,0,4.4,57.0,80,4.6,29.5,24.1,26.1
2023-10-26,0,4.1,59.0,78,7.3,28.9,23,25.6
2023-10-27,0,4.6,74.0,81,8.5,29.7,23.2,26.1
2023-10-28,1,6.4,87.0,85,1.0,27.8,25,25.7
2023-10-29,0,6.4,84.0,79,4.1,27.6,24.5,25.4
2023-10-30,0,5.0,73.0,77,4.7,29.3,24.3,26
2023-10-31,0,6.3,54.0,70,10.2,28.7,23,25.4
2023-11-01,0,5.3,36.0,70,10.3,29.1,21.6,25.1
2023-11-02,0,5.1,56.0,75,8.6,28.1,23.4,25.1
2023-11-03,0,3.5,42.0,78,9.8,29.3,22.2,25.3
2023-11-04,0,3.5,34.0,76,9.4,29.2,22.7,25.4
2023-11-05,0,3.5,38.0,77,8.9,30.1,23,25.9
2023-11-06,0,5.4,31.0,65,9.3,30.9,23,26.9
2023-11-07,0,6.3,80.0,70,0.3,26.7,23.9,25.4
2023-11-08,0,6.1,88.0,77,0.4,25.9,24.3,24.9
2023-11-09,0,4.8,88.0,81,1.3,26.6,24.6,25.4
2023-11-10,0,5.6,83.0,82,6.4,29.6,25.2,26.7
2023-11-11,4.5,6.9,88.0,85,0.0,26.2,24.6,25.2
2023-11-12,3.5,8.7,84.0,77,3.9,25.8,20.9,23.5
2023-11-13,0,9.8,79.0,67,6.0,24.4,18.9,21
2023-11-14,0,5.8,79.0,70,2.6,23.8,17.3,19.9
2023-11-15,0,6.4,67.0,71,8.8,25.8,19.2,22.1
2023-11-16,0,10.3,66.0,65,3.9,23.3,16.4,20.6
2023-11-17,0,13.5,9.0,37,10.1,22,14.8,18.7
2023-11-18,0,6.2,21.0,42,10.0,22.7,13.7,17.9
2023-11-19,0,2.9,42.0,59,9.1,23.6,13.1,18.4
2023-11-20,0,3.4,23.0,65,9.9,24.7,14.7,19.3
2023-11-21,0,4.0,18.0,70,9.9,25.4,16.6,20.3
2023-11-22,0,2.7,26.0,73,9.9,26.2,16.6,20.7
2023-11-23,0,3.0,42.0,74,9.8,27.5,16.6,21.5
2023-11-24,0,8.0,36.0,67,9.3,25.6,18,22.1
2023-11-25,0,8.0,19.0,66,9.9,25,17.6,21.7
2023-11-26,0,4.9,20.0,68,9.8,25.9,17.3,21
2023-11-27,0,2.8,14.0,68,9.6,27.2,15.9,21.1
2023-11-28,0,6.7,37.0,61,8.4,25.8,17.8,22.2
2023-11-29,0,3.7,85.0,73,0.6,24.2,20.8,22.7
2023-11-30,0,6.3,79.0,73,2.0,25.9,20.1,23.2
2023-12-01,0,9.5,85.0,69,2.9,23,18.7,20.8
2023-12-02,0,5.0,79.0,70,1.1,22.3,17.3,19.4
2023-12-03,0,5.0,87.0,73,2.1,23.4,19.3,21.1
2023-12-04,0,4.6,66.0,76,5.2,25.9,19.8,21.9
2023-12-05,0,3.9,57.0,73,9.5,25,18.7,21.1
2023-12-06,0,5.4,81.0,67,2.2,22.9,17.7,20.7
2023-12-07,0,4.3,30.0,47,9.7,25.3,14.3,19
2023-12-08,0,3.6,56.0,68,8.1,25,14,19.8
2023-12-09,0,4.3,80.0,80,6.5,25.1,20.2,22.6
2023-12-10,0,7.1,76.0,80,7.5,27.2,21.3,23.8
2023-12-11,0.5,2.8,68.0,85,2.7,29.4,21.4,24.2
2023-12-12,0,5.7,42.0,80,8.2,28.6,20.5,24.4
2023-12-13,0,7.0,93.0,82,0.2,22.9,21.3,22.1
2023-12-14,0,6.3,88.0,81,0.3,25.3,21.4,23.2
2023-12-15,0,4.8,79.0,81,7.5,28.4,22.4,24.6
2023-12-16,0,9.8,85.0,71,2.8,24.3,11.8,17.8
2023-12-17,0,8.6,88.0,69,0.0,14,9.7,12
2023-12-18,0,5.3,88.0,80,0.0,18.4,14,16.6
2023-12-19,0,8.6,72.0,75,3.2,17.7,12.4,15.3
2023-12-20,0,10.6,67.0,65,1.0,16,8.6,12.1
2023-12-21,0,10.8,86.0,65,0.0,11.9,8.2,10
2023-12-22,0,9.0,88.0,51,0.4,12.1,7.2,9.7
2023-12-23,0,8.0,64.0,58,1.8,12.7,7,10.1
2023-12-24,0,7.2,23.0,52,9.4,17.7,8,12.6
2023-12-25,0,5.3,50.0,51,9.4,18.6,9.4,13
2023-12-26,0,3.8,65.0,63,6.5,20.7,9.1,15.3
2023-12-27,0,3.0,88.0,62,2.5,21.8,14.7,17.9
2023-12-28,0,3.7,74.0,73,5.1,24.7,16.7,19.7
2023-12-29,0,5.9,72.0,79,5.8,21.6,16,18.9
2023-12-30,0,4.0,79.0,70,6.1,25.8,15.1,20.4
2023-12-31,0,3.8,59.0,73,8.3,28,17,22
